,0
1159,1
1160,0
1161,0
1162,0
1163,2
1164,0
1165,3
1166,3
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,3
1174,0
1175,2
1176,0
1177,0
1178,2
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,3
1188,2
1189,0
1190,0
1191,3
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,0
1199,0
1200,0
1201,1
1202,0
1203,2
1204,3
1205,1
1206,0
1207,1
1208,1
1209,2
1210,2
1211,0
1212,3
1213,0
1214,0
1215,3
1216,0
1217,0
1218,3
1219,0
1220,0
1221,2
1222,1
1223,3
1224,0
1225,0
1226,0
1227,3
1228,0
1229,0
1230,1
1231,0
1232,0
1233,0
1234,0
1235,0
1236,3
1237,0
1238,0
1239,1
1240,2
1241,1
1242,2
1243,0
1244,0
1245,1
1246,0
1247,1
1248,3
1249,1
1250,0
1251,0
1252,2
1253,0
1254,0
1255,0
1256,0
1257,3
1258,0
1259,1
1260,1
1261,3
1262,0
1263,0
1264,0
1265,0
1266,3
1267,0
1268,0
1269,1
1270,1
1271,1
1272,2
1273,1
1274,1
1275,1
1276,2
1277,1
1278,0
1279,1
1280,0
1281,1
1282,1
1283,2
1284,1
1285,0
1286,0
1287,1
1288,0
1289,0
1290,2
1291,0
1292,0
1293,2
1294,0
1295,1
1296,0
1297,0
1298,0
1299,1
1300,1
1301,2
1302,3
1303,2
1304,0
1305,0
1306,2
1307,2
1308,2
1309,0
1310,1
1311,2
1312,1
1313,3
1314,2
1315,0
1316,1
1317,0
1318,0
1319,1
1320,2
1321,0
1322,3
1323,0
1324,0
1325,0
1326,1
1327,1
1328,3
1329,2
1330,2
1331,3
1332,1
1333,1
1334,0
1335,1
1336,0
1337,2
1338,2
1339,1
1340,3
1341,1
1342,1
1343,0
1344,2
1345,2
1346,3
1347,1
1348,0
1349,0
1350,0
1351,0
1352,2
1353,1
1354,1
1355,0
1356,2
1357,2
1358,1
1359,0
1360,0
1361,1
1362,3
1363,0
1364,1
1365,0
1366,1
1367,3
1368,1
1369,0
1370,1
1371,2
1372,0
1373,0
1374,1
1375,2
1376,1
1377,3
1378,0
1379,2
1380,3
1381,2
1382,0
1383,3
1384,0
1385,0
1386,1
1387,0
1388,3
1389,0
1390,1
1391,0
1392,0
1393,3
1394,1
1395,2
1396,0
1397,3
1398,3
1399,0
1400,1
1401,1
1402,2
1403,1
1404,1
1405,1
1406,0
1407,2
1408,3
1409,0
1410,0
1411,1
1412,0
1413,0
1414,3
1415,0
1416,0
1417,1
1418,1
1419,3
1420,2
1421,1
1422,1
1423,1
1424,0
1425,2
1426,0
1427,2
1428,3
1429,1
1430,2
1431,2
1432,1
1433,0
1434,0
1435,1
1436,0
1437,0
1438,0
1439,3
1440,3
1441,1
1442,1
1443,0
1444,1
1445,0
1446,0
1447,1
1448,0
1449,0
1450,1
1451,0
1452,0
1453,3
1454,0
1455,2
1456,0
1457,0
1458,0
1459,0
1460,1
1461,0
1462,1
1463,1
1464,1
1465,0
1466,0
1467,1
1468,0
1469,2
1470,3
1471,1
1472,1
1473,0
1474,3
1475,2
1476,1
1477,1
1478,1
1479,0
1480,1
1481,2
1482,2
1483,0
1484,1
1485,0
1486,0
1487,0
1488,2
1489,3
1490,0
1491,0
1492,0
1493,3
1494,3
1495,0
1496,0
1497,2
1498,1
1499,2
1500,0
1501,1
1502,2
1503,0
1504,3
1505,1
1506,0
1507,0
1508,1
1509,0
1510,3
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,1
1520,3
1521,3
1522,2
1523,0
1524,3
1525,2
1526,1
1527,3
1528,1
1529,0
1530,0
1531,0
1532,0
1533,2
1534,1
1535,1
1536,1
1537,0
1538,3
1539,0
1540,0
1541,2
1542,1
1543,1
1544,0
1545,1
1546,2
1547,0
1548,2
1549,1
1550,0
1551,1
1552,2
1553,0
1554,1
1555,3
1556,1
1557,2
1558,1
1559,0
1560,0
1561,0
1562,2
1563,0
1564,2
1565,0
1566,2
1567,0
1568,0
1569,0
1570,0
1571,2
1572,1
1573,2
1574,0
1575,3
1576,3
1577,0
1578,0
1579,1
1580,1
1581,3
1582,0
1583,0
1584,2
1585,2
1586,3
1587,0
1588,1
1589,1
1590,1
1591,0
1592,0
1593,3
1594,2
1595,1
1596,2
1597,1
1598,0
1599,3
1600,0
1601,3
1602,3
1603,3
1604,0
1605,0
1606,0
1607,1
1608,3
1609,2
1610,2
1611,0
1612,0
1613,2
1614,2
1615,0
1616,3
1617,2
1618,0
1619,3
1620,0
1621,3
1622,3
1623,0
1624,1
1625,0
1626,0
1627,2
1628,3
1629,2
1630,2
1631,2
1632,1
1633,2
1634,3
1635,0
1636,0
1637,1
1638,0
1639,3
1640,0
1641,0
1642,1
1643,0
1644,2
1645,3
1646,2
1647,0
1648,1
1649,0
1650,3
1651,1
1652,0
1653,0
1654,3
1655,3
1656,0
1657,1
1658,2
1659,2
1660,0
1661,2
1662,0
1663,1
1664,0
1665,3
1666,0
1667,0
1668,1
1669,1
1670,0
1671,0
1672,0
1673,1
1674,0
1675,3
1676,1
1677,2
1678,1
1679,2
1680,2
1681,3
1682,0
1683,3
1684,0
1685,1
1686,2
1687,2
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,2
1695,1
1696,0
1697,0
1698,0
1699,0
1700,1
1701,1
1702,2
1703,3
1704,0
1705,1
1706,3
1707,0
1708,3
1709,1
1710,2
1711,2
1712,1
1713,1
1714,2
1715,1
1716,0
1717,0
1718,0
1719,0
1720,3
1721,0
1722,3
1723,0
1724,1
1725,0
1726,3
1727,0
1728,0
1729,1
1730,2
1731,2
1732,1
1733,2
1734,0
1735,0
1736,0
1737,0
1738,0
1739,3
1740,1
1741,2
1742,2
1743,0
1744,0
1745,0
1746,0
1747,1
1748,3
1749,0
1750,2
1751,0
1752,0
1753,1
1754,2
1755,0
1756,0
1757,0
1758,0
1759,1
1760,0
1761,1
1762,2
1763,1
1764,0
1765,3
1766,2
1767,1
1768,0
1769,2
1770,0
1771,3
1772,2
1773,2
1774,1
1775,0
1776,0
1777,1
1778,0
1779,0
1780,0
1781,1
1782,2
1783,1
1784,0
1785,0
1786,0
1787,0
1788,3
1789,1
1790,2
1791,2
1792,0
1793,3
1794,0
1795,2
1796,1
1797,1
1798,0
1799,0
1800,1
1801,0
1802,0
1803,2
1804,0
1805,2
1806,3
1807,0
1808,3
1809,1
1810,0
1811,0
1812,0
1813,2
1814,3
1815,0
1816,2
1817,1
1818,1
1819,2
1820,2
1821,2
1822,2
1823,0
1824,0
1825,2
1826,3
1827,1
1828,1
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,2
1836,2
1837,1
1838,0
1839,2
1840,1
1841,0
1842,0
1843,2
1844,1
1845,1
1846,0
1847,2
1848,1
1849,1
1850,3
1851,3
1852,1
1853,2
1854,0
1855,2
1856,0
1857,3
1858,0
1859,0
1860,0
1861,0
1862,0
1863,2
1864,1
1865,1
1866,0
1867,1
1868,0
1869,0
1870,3
1871,2
1872,0
1873,0
1874,1
1875,3
1876,0
1877,1
1878,0
1879,2
1880,1
1881,0
1882,0
1883,2
1884,2
1885,0
1886,0
1887,1
1888,2
1889,0
1890,1
1891,2
1892,2
1893,1
1894,3
1895,3
1896,2
1897,0
1898,1
1899,3
1900,3
1901,0
1902,0
1903,0
1904,0
1905,2
1906,3
1907,3
1908,2
1909,1
1910,3
1911,0
1912,1
1913,3
1914,0
1915,2
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,3
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,0
1930,2
1931,1
1932,0
1933,2
1934,1
1935,0
1936,0
1937,3
1938,2
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,0
1946,0
1947,2
1948,0
1949,2
1950,0
1951,0
1952,2
1953,1
1954,2
1955,0
1956,0
1957,1
1958,1
1959,3
1960,2
1961,0
1962,0
1963,3
1964,0
1965,0
1966,0
1967,1
1968,2
1969,0
1970,0
1971,0
1972,3
1973,1
1974,2
1975,0
1976,0
1977,0
1978,0
1979,1
1980,0
1981,0
1982,1
1983,0
1984,1
1985,1
1986,0
1987,1
1988,0
1989,0
1990,0
1991,1
1992,1
1993,2
1994,0
1995,0
1996,1
1997,0
1998,3
1999,0
2000,0
2001,0
2002,0
2003,0
2004,3
2005,3
2006,0
2007,0
2008,1
2009,0
2010,0
2011,2
2012,3
2013,1
2014,0
2015,1
2016,0
2017,3
2018,3
2019,1
2020,2
2021,1
2022,3
2023,0
2024,1
2025,1
2026,0
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,3
2038,2
2039,2
2040,3
2041,1
2042,3
2043,3
2044,0
2045,1
2046,0
2047,2
2048,1
2049,1
2050,3
2051,0
2052,0
2053,3
2054,0
2055,1
2056,0
2057,0
2058,3
2059,1
2060,2
2061,0
2062,0
2063,1
2064,0
2065,2
2066,1
2067,0
2068,0
2069,0
2070,2
2071,0
2072,2
2073,0
2074,3
2075,0
2076,0
2077,0
2078,2
2079,3
2080,0
2081,2
2082,3
2083,1
2084,2
2085,0
2086,0
2087,0
2088,0
2089,1
2090,0
2091,0
2092,2
2093,0
2094,3
2095,2
2096,0
2097,0
2098,0
2099,0
2100,0
2101,1
2102,0
2103,0
2104,1
2105,1
2106,1
2107,0
2108,0
2109,3
2110,1
2111,1
2112,0
2113,0
2114,0
2115,1
2116,2
2117,1
2118,1
2119,2
2120,2
2121,0
2122,2
2123,0
2124,3
2125,3
2126,1
2127,3
2128,2
2129,0
2130,0
2131,2
2132,3
2133,0
2134,0
2135,0
2136,2
2137,3
2138,1
2139,2
2140,0
2141,2
2142,3
2143,0
2144,2
2145,1
2146,2
2147,1
2148,3
2149,1
2150,0
2151,1
2152,2
2153,3
2154,1
2155,0
2156,1
2157,0
2158,0
2159,3
2160,2
2161,2
2162,1
2163,3
2164,0
2165,3
2166,0
2167,1
2168,0
2169,0
2170,1
2171,2
2172,0
2173,2
2174,1
2175,3
2176,0
2177,2
2178,2
2179,0
2180,0
2181,3
2182,2
2183,1
2184,3
2185,3
2186,0
2187,0
2188,1
2189,0
2190,0
2191,1
2192,3
2193,1
2194,3
2195,0
2196,3
2197,0
2198,2
2199,2
2200,1
2201,0
2202,0
2203,0
2204,0
2205,1
2206,0
2207,2
2208,0
2209,0
2210,2
2211,0
2212,1
2213,0
2214,0
2215,0
2216,0
2217,0
2218,1
2219,0
2220,0
2221,0
2222,0
2223,3
2224,2
2225,1
2226,0
2227,3
2228,0
2229,0
2230,1
2231,0
2232,2
2233,3
2234,3
2235,2
2236,0
2237,0
2238,3
2239,0
2240,1
2241,2
2242,0
2243,0
2244,1
2245,2
2246,2
2247,3
2248,1
2249,3
2250,1
2251,2
2252,1
2253,3
2254,1
2255,0
2256,3
2257,1
2258,1
2259,0
2260,2
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,0
2269,0
2270,0
2271,1
2272,0
2273,2
2274,0
2275,0
2276,2
2277,0
2278,1
2279,3
2280,0
2281,0
2282,0
2283,0
2284,2
2285,1
2286,1
2287,0
2288,1
2289,1
2290,0
2291,2
2292,3
2293,0
2294,0
2295,0
2296,0
2297,1
2298,0
2299,2
2300,0
2301,0
2302,0
2303,1
2304,0
2305,0
2306,2
2307,0
2308,3
2309,0
2310,0
2311,1
2312,2
2313,0
2314,0
2315,1
2316,3
2317,1
2318,0
2319,2
2320,0
2321,0
2322,1
2323,0
2324,1
2325,1
2326,2
2327,1
2328,3
2329,0
2330,2
2331,3
2332,1
2333,1
2334,0
2335,2
2336,0
2337,3
2338,2
2339,3
2340,1
2341,0
2342,1
2343,3
2344,1
2345,3
2346,2
2347,3
2348,2
2349,2
2350,2
2351,0
2352,2
2353,0
2354,2
2355,1
2356,1
2357,0
2358,2
2359,2
2360,2
2361,1
2362,0
2363,2
2364,0
2365,1
2366,0
2367,1
2368,0
2369,1
2370,0
2371,1
2372,1
2373,0
2374,2
2375,0
2376,1
2377,2
2378,0
2379,1
2380,1
2381,0
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,0
2389,2
2390,3
2391,1
2392,3
2393,1
2394,1
2395,0
2396,0
2397,3
2398,3
2399,3
2400,3
2401,3
2402,0
2403,0
2404,0
2405,1
2406,0
2407,0
2408,0
2409,1
2410,1
2411,3
2412,0
2413,0
2414,1
2415,3
2416,0
2417,1
2418,0
2419,0
2420,0
2421,2
2422,1
2423,2
2424,0
2425,1
2426,0
2427,0
2428,1
2429,0
2430,0
2431,1
2432,1
2433,2
2434,2
2435,3
2436,1
2437,1
2438,0
2439,2
2440,0
2441,0
2442,0
2443,3
2444,0
2445,0
2446,0
2447,0
2448,1
2449,2
2450,0
2451,2
2452,0
2453,0
2454,2
2455,0
2456,2
2457,1
2458,0
2459,0
2460,2
2461,0
2462,0
2463,0
2464,1
2465,0
2466,0
2467,1
2468,0
2469,2
2470,0
2471,1
2472,2
2473,0
2474,0
2475,0
2476,1
2477,2
2478,1
2479,1
2480,1
2481,2
2482,0
2483,0
2484,2
2485,1
2486,2
2487,2
2488,1
2489,1
2490,0
2491,3
2492,0
2493,3
2494,1
2495,0
2496,0
2497,1
2498,0
2499,0
2500,0
2501,0
2502,1
2503,2
2504,0
2505,1
2506,0
2507,0
2508,1
2509,0
2510,3
2511,0
2512,0
2513,0
2514,2
2515,2
2516,0
2517,0
2518,2
2519,0
2520,1
2521,3
2522,0
2523,0
2524,2
2525,3
2526,2
2527,2
2528,0
2529,2
2530,1
2531,3
2532,3
2533,0
2534,0
2535,1
2536,2
2537,2
2538,1
2539,0
2540,0
2541,1
2542,3
2543,0
2544,1
2545,0
2546,1
2547,2
2548,1
2549,0
2550,2
2551,1
2552,0
2553,0
2554,1
2555,1
2556,0
2557,2
2558,2
2559,1
2560,0
2561,0
2562,0
2563,0
2564,0
2565,1
2566,1
2567,3
2568,3
2569,0
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,0
2578,2
2579,0
2580,2
2581,2
2582,0
2583,0
2584,0
2585,2
2586,0
2587,2
2588,1
2589,2
2590,2
2591,0
2592,0
2593,0
2594,0
2595,3
2596,2
2597,2
2598,1
2599,0
2600,0
2601,1
2602,3
2603,0
2604,2
2605,0
2606,1
2607,0
2608,1
2609,1
2610,3
2611,0
2612,2
2613,0
2614,3
2615,1
2616,0
2617,0
2618,0
2619,0
2620,0
2621,2
2622,3
2623,0
2624,0
2625,2
2626,1
2627,0
2628,3
2629,3
2630,3
2631,0
2632,0
2633,2
2634,3
2635,0
2636,0
2637,0
2638,1
2639,1
2640,1
2641,2
2642,0
2643,2
2644,1
2645,3
2646,2
2647,2
2648,2
2649,3
2650,1
2651,1
2652,0
2653,1
2654,1
2655,3
2656,0
2657,2
2658,3
2659,1
2660,1
2661,0
2662,1
2663,1
2664,0
2665,1
2666,0
2667,3
2668,1
2669,1
2670,3
2671,2
2672,0
2673,0
2674,0
2675,0
2676,2
2677,2
2678,2
2679,0
2680,2
2681,3
2682,1
2683,2
2684,2
2685,0
2686,2
2687,0
2688,1
2689,2
2690,0
2691,1
2692,0
2693,2
2694,0
2695,3
2696,0
2697,2
2698,1
2699,2
2700,0
2701,0
2702,0
2703,0
2704,0
2705,2
2706,0
2707,3
2708,1
2709,1
2710,1
2711,2
2712,1
2713,3
2714,3
2715,0
2716,3
2717,2
2718,0
2719,2
2720,1
2721,0
2722,1
2723,0
2724,0
2725,1
2726,0
2727,1
2728,0
2729,0
2730,0
2731,2
2732,0
2733,3
2734,0
2735,1
2736,3
2737,1
2738,1
2739,0
2740,0
2741,0
2742,1
2743,0
2744,0
2745,1
2746,1
2747,3
2748,0
2749,2
2750,1
2751,0
2752,1
2753,1
2754,3
2755,0
2756,3
2757,2
2758,0
2759,3
2760,2
2761,2
2762,0
2763,1
2764,1
2765,1
2766,1
2767,0
2768,2
2769,0
2770,2
2771,0
2772,0
2773,2
2774,2
2775,0
2776,0
2777,0
2778,3
2779,3
2780,3
2781,0
2782,0
2783,0
2784,2
2785,3
2786,3
2787,0
2788,1
2789,1
2790,0
2791,0
2792,1
2793,0
2794,2
2795,1
2796,2
2797,0
2798,0
2799,1
2800,3
2801,0
2802,0
2803,0
2804,0
2805,0
2806,2
2807,3
2808,3
2809,1
2810,0
2811,0
2812,1
2813,2
2814,0
2815,0
2816,3
2817,1
2818,1
2819,1
2820,1
2821,0
2822,0
2823,3
2824,0
2825,0
2826,0
2827,2
2828,1
2829,0
2830,3
2831,2
2832,0
2833,0
2834,0
2835,0
2836,1
2837,1
2838,0
2839,0
2840,1
2841,1
2842,2
2843,0
2844,2
2845,1
2846,3
2847,0
2848,2
2849,1
2850,0
2851,3
2852,0
2853,0
2854,3
2855,1
2856,0
2857,3
2858,3
2859,0
2860,1
2861,0
2862,2
2863,1
2864,0
2865,0
2866,2
2867,2
2868,0
2869,3
2870,1
2871,0
2872,1
2873,0
2874,1
2875,0
2876,0
2877,2
2878,3
2879,2
2880,3
2881,0
2882,2
2883,0
2884,0
2885,0
2886,0
2887,1
2888,1
2889,1
2890,2
2891,1
2892,2
2893,0
2894,0
2895,2
2896,3
2897,0
2898,1
2899,0
2900,1
2901,3
2902,0
2903,0
2904,0
2905,1
2906,0
2907,0
2908,3
2909,2
2910,1
2911,2
2912,0
2913,1
2914,2
2915,0
2916,0
2917,1
2918,3
2919,0
2920,1
2921,0
2922,2
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,1
2937,1
2938,1
2939,3
2940,2
2941,3
2942,0
2943,1
2944,3
2945,1
2946,0
2947,1
2948,0
2949,3
2950,3
2951,2
2952,3
2953,0
2954,1
2955,1
2956,3
2957,3
2958,0
2959,3
2960,1
2961,2
2962,1
2963,1
2964,0
2965,0
2966,2
2967,1
2968,1
2969,0
2970,0
2971,1
2972,2
2973,1
2974,3
2975,1
2976,1
2977,2
2978,2
2979,1
2980,1
2981,1
2982,0
2983,1
2984,1
2985,0
2986,0
2987,2
2988,1
2989,2
2990,0
2991,0
2992,1
2993,1
2994,1
2995,3
2996,0
2997,2
