,0
1231,0
1232,0
1233,0
1234,2
1235,2
1236,2
1237,0
1238,0
1239,0
1240,2
1241,2
1242,0
1243,0
1244,0
1245,0
1246,3
1247,0
1248,0
1249,1
1250,2
1251,2
1252,0
1253,0
1254,3
1255,0
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,3
1268,1
1269,2
1270,2
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,2
1289,1
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,2
1297,2
1298,0
1299,1
1300,0
1301,2
1302,0
1303,0
1304,0
1305,2
1306,0
1307,0
1308,1
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,3
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,2
1337,1
1338,1
1339,0
1340,2
1341,0
1342,1
1343,0
1344,2
1345,1
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,1
1358,0
1359,0
1360,2
1361,0
1362,1
1363,0
1364,2
1365,3
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,3
1376,0
1377,0
1378,0
1379,1
1380,1
1381,0
1382,2
1383,2
1384,0
1385,1
1386,2
1387,0
1388,0
1389,0
1390,0
1391,0
1392,1
1393,2
1394,1
1395,0
1396,0
1397,0
1398,0
1399,1
1400,3
1401,2
1402,0
1403,0
1404,0
1405,0
1406,3
1407,1
1408,0
1409,0
1410,0
1411,0
1412,1
1413,2
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,2
1422,1
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,3
1439,2
1440,0
1441,0
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,0
1449,1
1450,2
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,2
1469,1
1470,0
1471,0
1472,0
1473,1
1474,0
1475,2
1476,1
1477,0
1478,1
1479,2
1480,1
1481,0
1482,3
1483,0
1484,1
1485,0
1486,0
1487,0
1488,1
1489,3
1490,0
1491,2
1492,0
1493,0
1494,2
1495,0
1496,2
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,3
1505,0
1506,1
1507,0
1508,1
1509,1
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,2
1521,0
1522,0
1523,1
1524,1
1525,0
1526,0
1527,1
1528,1
1529,0
1530,0
1531,0
1532,0
1533,1
1534,0
1535,0
1536,0
1537,1
1538,1
1539,1
1540,0
1541,0
1542,2
1543,2
1544,2
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,0
1559,0
1560,0
1561,1
1562,0
1563,1
1564,0
1565,1
1566,1
1567,0
1568,1
1569,2
1570,0
1571,0
1572,1
1573,3
1574,0
1575,1
1576,2
1577,1
1578,0
1579,0
1580,1
1581,1
1582,0
1583,0
1584,1
1585,1
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,0
1596,0
1597,0
1598,0
1599,2
1600,0
1601,0
1602,0
1603,2
1604,0
1605,0
1606,2
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,2
1619,0
1620,2
1621,0
1622,1
1623,0
1624,0
1625,0
1626,0
1627,2
1628,0
1629,2
1630,2
1631,0
1632,2
1633,2
1634,2
1635,0
1636,0
1637,2
1638,0
1639,0
1640,1
1641,0
1642,2
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,2
1656,1
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,1
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,2
1680,0
1681,0
1682,0
1683,1
1684,0
1685,2
1686,0
1687,0
1688,2
1689,2
1690,1
1691,2
1692,0
1693,1
1694,0
1695,2
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,0
1703,1
1704,0
1705,2
1706,0
1707,1
1708,1
1709,0
1710,1
1711,2
1712,0
1713,3
1714,0
1715,2
1716,0
1717,0
1718,0
1719,0
1720,2
1721,1
1722,1
1723,0
1724,0
1725,1
1726,0
1727,0
1728,0
1729,1
1730,2
1731,0
1732,0
1733,0
1734,2
1735,0
1736,0
1737,2
1738,0
1739,2
1740,0
1741,0
1742,0
1743,0
1744,0
1745,3
1746,0
1747,0
1748,0
1749,0
1750,0
1751,0
1752,2
1753,1
1754,0
1755,3
1756,0
1757,0
1758,1
1759,1
1760,0
1761,0
1762,0
1763,0
1764,2
1765,0
1766,0
1767,0
1768,0
1769,1
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,2
1777,1
1778,2
1779,0
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,1
1787,1
1788,1
1789,0
1790,0
1791,0
1792,2
1793,1
1794,0
1795,1
1796,2
1797,2
1798,1
1799,2
1800,1
1801,0
1802,3
1803,1
1804,0
1805,0
1806,1
1807,0
1808,0
1809,1
1810,3
1811,0
1812,0
1813,1
1814,0
1815,0
1816,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,2
1823,0
1824,1
1825,3
1826,0
1827,0
1828,2
1829,0
1830,0
1831,0
1832,0
1833,2
1834,0
1835,0
1836,1
1837,0
1838,0
1839,1
1840,0
1841,2
1842,2
1843,1
1844,0
1845,2
1846,2
1847,0
1848,1
1849,1
1850,3
1851,0
1852,0
1853,0
1854,3
1855,0
1856,2
1857,1
1858,0
1859,0
1860,0
1861,2
1862,0
1863,3
1864,2
1865,1
1866,1
1867,0
1868,2
1869,0
1870,0
1871,2
1872,0
1873,1
1874,0
1875,1
1876,0
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,2
1889,0
1890,3
1891,0
1892,0
1893,2
1894,1
1895,0
1896,0
1897,1
1898,1
1899,0
1900,0
1901,2
1902,0
1903,0
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,2
1912,0
1913,0
1914,0
1915,1
1916,0
1917,0
1918,1
1919,0
1920,1
1921,1
1922,1
1923,2
1924,0
1925,2
1926,2
1927,2
1928,0
1929,0
1930,0
1931,2
1932,0
1933,0
1934,0
1935,1
1936,0
1937,2
1938,2
1939,0
1940,0
1941,2
1942,0
1943,0
1944,1
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,2
1958,0
1959,1
1960,0
1961,0
1962,1
1963,0
1964,1
1965,1
1966,2
1967,2
1968,0
1969,2
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,2
1977,1
1978,0
1979,1
1980,2
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,2
1990,0
1991,0
1992,2
1993,0
1994,1
1995,0
1996,0
1997,0
1998,1
1999,0
2000,1
2001,0
2002,0
2003,0
2004,2
2005,0
2006,0
2007,1
2008,0
2009,2
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,3
2018,1
2019,0
2020,0
2021,0
2022,2
2023,0
2024,0
2025,0
2026,1
2027,0
2028,0
2029,1
2030,0
2031,0
2032,1
2033,0
2034,0
2035,0
2036,0
2037,0
2038,2
2039,2
2040,0
2041,0
2042,0
2043,0
2044,0
2045,2
2046,1
2047,0
2048,0
2049,0
2050,0
2051,0
2052,2
2053,0
2054,2
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,1
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,1
2075,0
2076,0
2077,2
2078,0
2079,0
2080,0
2081,0
2082,2
2083,0
2084,0
2085,2
2086,0
2087,0
2088,0
2089,2
2090,2
2091,0
2092,0
2093,1
2094,1
2095,2
2096,1
2097,2
2098,0
2099,0
2100,0
2101,1
2102,3
2103,0
2104,2
2105,1
2106,2
2107,0
2108,0
2109,2
2110,0
2111,1
2112,0
2113,0
2114,0
2115,2
2116,0
2117,0
2118,0
2119,0
2120,3
2121,0
2122,1
2123,0
2124,0
2125,1
2126,1
2127,0
2128,1
2129,2
2130,1
2131,0
2132,2
2133,1
2134,0
2135,2
2136,3
2137,0
2138,1
2139,0
2140,2
2141,0
2142,3
2143,2
2144,0
2145,0
2146,1
2147,0
2148,0
2149,0
2150,2
2151,0
2152,0
2153,0
2154,0
2155,0
2156,2
2157,0
2158,0
2159,3
2160,0
2161,0
2162,1
2163,0
2164,2
2165,0
2166,0
2167,2
2168,1
2169,0
2170,0
2171,1
2172,0
2173,0
2174,0
2175,0
2176,1
2177,1
2178,0
2179,3
2180,1
2181,2
2182,0
2183,3
2184,0
2185,1
2186,3
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1
2193,0
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,1
2209,2
2210,1
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,1
2219,0
2220,2
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,2
2230,2
2231,1
2232,3
2233,2
2234,0
2235,0
2236,2
2237,0
2238,0
2239,1
2240,0
2241,0
2242,2
2243,2
2244,0
2245,0
2246,3
2247,0
2248,0
2249,0
2250,0
2251,0
2252,0
2253,0
2254,2
2255,1
2256,0
2257,0
2258,0
2259,0
2260,2
2261,0
2262,2
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,0
2270,2
2271,0
2272,0
2273,2
2274,1
2275,2
2276,0
2277,1
2278,0
2279,1
2280,1
2281,0
2282,0
2283,2
2284,2
2285,0
2286,0
2287,0
2288,2
2289,0
2290,0
2291,3
2292,1
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,3
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,2
2316,0
2317,1
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,0
2328,0
2329,2
2330,0
2331,0
2332,0
2333,0
2334,1
2335,2
2336,1
2337,0
2338,2
2339,0
2340,1
2341,2
2342,0
2343,0
2344,3
2345,0
2346,1
2347,2
2348,2
2349,0
2350,0
2351,3
2352,0
2353,0
2354,0
2355,2
2356,3
2357,0
2358,2
2359,0
2360,1
2361,0
2362,0
2363,0
2364,1
2365,0
2366,1
2367,0
2368,1
2369,0
2370,3
2371,1
2372,2
2373,2
2374,1
2375,0
2376,0
2377,0
2378,0
2379,0
2380,2
2381,2
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,3
2389,0
2390,2
2391,1
2392,0
2393,2
2394,3
2395,0
2396,0
2397,1
2398,2
2399,1
2400,0
2401,0
2402,1
2403,0
2404,0
2405,0
2406,2
2407,0
2408,0
2409,1
2410,0
2411,0
2412,0
2413,0
2414,0
2415,2
2416,0
2417,0
2418,3
2419,1
2420,1
2421,0
2422,0
2423,0
2424,0
2425,2
2426,1
2427,0
2428,0
2429,0
2430,1
2431,1
2432,1
2433,0
2434,2
2435,0
2436,0
2437,0
2438,0
2439,2
2440,1
2441,2
2442,0
2443,1
2444,0
2445,1
2446,0
2447,0
2448,0
2449,1
2450,2
2451,0
2452,0
2453,0
2454,2
2455,0
2456,0
2457,0
2458,2
2459,2
2460,0
2461,0
2462,1
2463,3
2464,0
2465,0
2466,0
2467,3
2468,0
2469,0
2470,0
2471,0
2472,1
2473,1
2474,1
2475,0
2476,2
2477,0
2478,0
2479,3
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,3
2489,0
2490,0
2491,1
2492,1
2493,0
2494,2
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,1
2505,2
2506,0
2507,0
2508,0
2509,2
2510,1
2511,0
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,2
2520,0
2521,0
2522,1
2523,1
2524,0
2525,0
2526,0
2527,0
2528,0
2529,1
2530,2
2531,0
2532,1
2533,0
2534,0
2535,1
2536,0
2537,0
2538,0
2539,0
2540,1
2541,0
2542,0
2543,0
2544,0
2545,2
2546,0
2547,0
2548,0
2549,2
2550,0
2551,2
2552,2
2553,0
2554,1
2555,2
2556,1
2557,0
2558,0
2559,0
2560,2
2561,0
2562,1
2563,0
2564,0
2565,1
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,1
2573,0
2574,0
2575,2
2576,0
2577,0
2578,0
2579,1
2580,0
2581,0
2582,0
2583,2
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,0
2591,1
2592,0
2593,0
2594,0
2595,0
2596,2
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,1
2607,0
2608,2
2609,1
2610,0
2611,0
2612,0
2613,0
2614,2
2615,1
2616,2
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,2
2628,0
2629,2
2630,1
2631,0
2632,0
2633,1
2634,1
2635,0
2636,0
2637,0
2638,1
2639,0
2640,0
2641,2
2642,2
2643,0
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,3
2651,2
2652,1
2653,0
2654,0
2655,0
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,0
2663,0
2664,2
2665,0
2666,0
2667,2
2668,0
2669,0
2670,0
2671,1
2672,0
2673,2
2674,1
2675,0
2676,0
2677,0
2678,2
2679,2
2680,2
2681,2
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,0
2689,1
2690,0
2691,2
2692,1
2693,0
2694,0
2695,2
2696,0
2697,0
2698,0
2699,1
2700,2
2701,1
2702,0
2703,0
2704,0
2705,2
2706,0
2707,0
2708,0
2709,1
2710,0
2711,2
2712,0
2713,3
2714,0
2715,0
2716,1
2717,0
2718,1
2719,0
2720,0
2721,2
2722,2
2723,0
2724,2
2725,0
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,2
2733,0
2734,1
2735,2
2736,0
2737,0
2738,1
2739,0
2740,0
2741,1
2742,0
2743,1
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,1
2753,0
2754,1
2755,2
2756,0
2757,1
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,2
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,0
2779,0
2780,2
2781,0
2782,1
2783,1
2784,0
2785,2
2786,2
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,0
2794,2
2795,0
2796,2
2797,0
2798,0
2799,0
2800,0
2801,1
2802,0
2803,2
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,2
2820,1
2821,3
2822,0
2823,3
2824,0
2825,0
2826,0
2827,0
2828,2
2829,2
2830,0
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,1
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,2
2847,2
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,1
2856,0
2857,0
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2864,0
2865,0
2866,0
2867,1
2868,0
2869,0
2870,2
2871,3
2872,0
2873,0
2874,0
2875,0
2876,2
2877,2
2878,0
2879,1
2880,0
2881,2
2882,1
2883,2
2884,1
2885,0
2886,0
2887,1
2888,1
2889,0
2890,0
2891,3
2892,0
2893,2
2894,3
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,1
2902,0
2903,1
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,2
2916,0
2917,0
2918,0
2919,0
2920,0
2921,1
2922,0
2923,0
2924,0
2925,0
2926,3
2927,0
2928,0
2929,0
2930,1
2931,1
2932,0
2933,2
2934,1
2935,1
2936,0
2937,0
2938,0
2939,0
2940,0
2941,2
2942,0
2943,0
2944,0
2945,0
2946,2
2947,2
2948,0
2949,2
2950,0
2951,1
2952,0
2953,0
2954,0
2955,0
2956,0
2957,1
2958,0
2959,1
2960,1
2961,1
2962,3
2963,1
2964,0
2965,2
2966,0
2967,0
2968,0
2969,0
2970,0
2971,2
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,1
2980,0
2981,0
2982,0
2983,2
2984,0
2985,2
2986,1
2987,3
2988,3
2989,1
2990,0
2991,1
2992,1
2993,0
2994,2
2995,0
2996,0
2997,1
